ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,trans_depth,method,host,uri,version,user_agent,request_body_len,response_body_len,status_code,status_msg,tags,resp_fuids,resp_mime_types,orig_fuids,orig_mime_types,referrer,resp_filenames,podejrzany_user_agent,podejrzany_uri
1425567351.396784,Cq9qS82fVGyTdMZ66l,192.168.0.51,50811,192.168.0.1,80,1,GET,192.168.0.1,/sysmsg.xml?ZT=1425567351422,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,142,200.0,OK,[],['FovRHg1QTh34ZB4PW1'],['application/xml'],,,http://192.168.0.1/lanst.htm?rc=,,Nie,Nie
1425567354.397771,CfvRAe3CKMbd23JQ7e,192.168.0.51,50812,192.168.0.1,80,1,GET,192.168.0.1,/sysmsg.xml?ZT=1425567354424,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,142,200.0,OK,[],['FNDdLD37bOVPBR718l'],['application/xml'],,,http://192.168.0.1/lanst.htm?rc=,,Nie,Nie
1425567357.396723,CMHtR81bkmCnuEH8Qk,192.168.0.51,50813,192.168.0.1,80,1,GET,192.168.0.1,/sysmsg.xml?ZT=1425567357423,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,142,200.0,OK,[],['F5mbQG2tFwTreZo8Jh'],['application/xml'],,,http://192.168.0.1/lanst.htm?rc=,,Nie,Nie
1425567360.396957,CsX2Cq121bl4MFVvkl,192.168.0.51,50814,192.168.0.1,80,1,GET,192.168.0.1,/sysmsg.xml?ZT=1425567360423,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,142,200.0,OK,[],['FnmPmb4heJQFOQLGR1'],['application/xml'],,,http://192.168.0.1/lanst.htm?rc=,,Nie,Nie
1425567363.396965,C7z6pr2Xc78zd5Q3Nd,192.168.0.51,50815,192.168.0.1,80,1,GET,192.168.0.1,/sysmsg.xml?ZT=1425567363423,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,142,200.0,OK,[],['Ff4DT748adiKMgsXC4'],['application/xml'],,,http://192.168.0.1/lanst.htm?rc=,,Nie,Nie
1425567366.398029,CjRGj81quYft5Pt6V,192.168.0.51,50816,192.168.0.1,80,1,GET,192.168.0.1,/sysmsg.xml?ZT=1425567366424,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,142,200.0,OK,[],['FeKgTH3r11oClNrkUb'],['application/xml'],,,http://192.168.0.1/lanst.htm?rc=,,Nie,Nie
1425567369.395954,CFuYR8vhQcvozJEVb,192.168.0.51,50817,192.168.0.1,80,1,GET,192.168.0.1,/sysmsg.xml?ZT=1425567369423,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,142,200.0,OK,[],['FFmhvS1znMnhYcS31i'],['application/xml'],,,http://192.168.0.1/lanst.htm?rc=,,Nie,Nie
1425567372.397786,CfCPRr2l3siqcasu4f,192.168.0.51,50818,192.168.0.1,80,1,GET,192.168.0.1,/sysmsg.xml?ZT=1425567372424,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,142,200.0,OK,[],['FiPSr71XYrLLnM5daf'],['application/xml'],,,http://192.168.0.1/lanst.htm?rc=,,Nie,Nie
1425567375.395897,CyV0SC1yzfJm5Mrkid,192.168.0.51,50819,192.168.0.1,80,1,GET,192.168.0.1,/sysmsg.xml?ZT=1425567375423,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,142,200.0,OK,[],['FMj5451ndexAFBfIJg'],['application/xml'],,,http://192.168.0.1/lanst.htm?rc=,,Nie,Nie
1425567378.395752,Cw2NnE3n30xJrItcM8,192.168.0.51,50820,192.168.0.1,80,1,GET,192.168.0.1,/sysmsg.xml?ZT=1425567378423,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,142,200.0,OK,[],['FMTGjwOAtpIvg3Ruf'],['application/xml'],,,http://192.168.0.1/lanst.htm?rc=,,Nie,Nie
1425567379.214301,CPyh3N1NUeWiYinkja,192.168.0.51,50821,192.168.0.1,80,1,GET,192.168.0.1,/lanst.htm?I00010004=192.168.0.1&I00010005=255.255.255.0&_cce=0x8001000A&_ccb=0&Nrebo=0&S00030005=pwned.se&N00030001=1&_sce=%Nsc&I00030003=192.168.0.50&ip_pool_start=50&I00030004=192.168.0.199&ip_pool_end=199&N00030002=86400&I00030006=&I00030007=&I00030008=&I00030009=&_cce=0x80030002&_sce=%Ssc,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,1460,200.0,OK,[],['FCrftT2lYi9XEa9y7j'],['text/html'],,,http://192.168.0.1/lanst.htm?rc=,,Nie,Nie
1425567379.254857,CsEFPg3BZmjhxm41Al,192.168.0.51,50822,192.168.0.1,80,1,GET,192.168.0.1,/func.js,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,480,200.0,OK,[],['FFakNT2dZWDfvRf2nj'],['text/plain'],,,http://192.168.0.1/lanst.htm?I00010004=192.168.0.1&I00010005=255.255.255.0&_cce=0x8001000A&_ccb=0&Nrebo=0&S00030005=pwned.se&N00030001=1&_sce=%25Nsc&I00030003=192.168.0.50&ip_pool_start=50&I00030004=192.168.0.199&ip_pool_end=199&N00030002=86400&I00030006=&I00030007=&I00030008=&I00030009=&_cce=0x80030002&_sce=%25Ssc,,Nie,Nie
1425567379.255361,Ct0hvm1YMW6jCjruNk,192.168.0.51,50823,192.168.0.1,80,1,GET,192.168.0.1,/lang.js,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,1460,200.0,OK,[],['FmdOAq15f5mYbmyqok'],['text/plain'],,,http://192.168.0.1/lanst.htm?I00010004=192.168.0.1&I00010005=255.255.255.0&_cce=0x8001000A&_ccb=0&Nrebo=0&S00030005=pwned.se&N00030001=1&_sce=%25Nsc&I00030003=192.168.0.50&ip_pool_start=50&I00030004=192.168.0.199&ip_pool_end=199&N00030002=86400&I00030006=&I00030007=&I00030008=&I00030009=&_cce=0x80030002&_sce=%25Ssc,,Nie,Nie
1425567379.255704,C1NxPs251YOwuy4N06,192.168.0.51,50824,192.168.0.1,80,1,GET,192.168.0.1,/ui.js,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,1460,200.0,OK,[],['FZLjbX2O9ks2JzPZYg'],['text/plain'],,,http://192.168.0.1/lanst.htm?I00010004=192.168.0.1&I00010005=255.255.255.0&_cce=0x8001000A&_ccb=0&Nrebo=0&S00030005=pwned.se&N00030001=1&_sce=%25Nsc&I00030003=192.168.0.50&ip_pool_start=50&I00030004=192.168.0.199&ip_pool_end=199&N00030002=86400&I00030006=&I00030007=&I00030008=&I00030009=&_cce=0x80030002&_sce=%25Ssc,,Nie,Nie
1425567379.256037,CZLTPj4EBXChTTM58d,192.168.0.51,50825,192.168.0.1,80,1,GET,192.168.0.1,/deschint.js,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,1460,200.0,OK,[],['Fa1WIA2Qa5xCODitQb'],['text/plain'],,,http://192.168.0.1/lanst.htm?I00010004=192.168.0.1&I00010005=255.255.255.0&_cce=0x8001000A&_ccb=0&Nrebo=0&S00030005=pwned.se&N00030001=1&_sce=%25Nsc&I00030003=192.168.0.50&ip_pool_start=50&I00030004=192.168.0.199&ip_pool_end=199&N00030002=86400&I00030006=&I00030007=&I00030008=&I00030009=&_cce=0x80030002&_sce=%25Ssc,,Nie,Nie
1425567379.257382,CvexlhU7iqDsxrrL9,192.168.0.51,50826,192.168.0.1,80,1,GET,192.168.0.1,/dirary0.js,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,1460,200.0,OK,[],['FEp6x7rxo3kzPcRvh'],['text/plain'],,,http://192.168.0.1/lanst.htm?I00010004=192.168.0.1&I00010005=255.255.255.0&_cce=0x8001000A&_ccb=0&Nrebo=0&S00030005=pwned.se&N00030001=1&_sce=%25Nsc&I00030003=192.168.0.50&ip_pool_start=50&I00030004=192.168.0.199&ip_pool_end=199&N00030002=86400&I00030006=&I00030007=&I00030008=&I00030009=&_cce=0x80030002&_sce=%25Ssc,,Nie,Nie
1425567379.257651,CiLbMJ2ZeQjPM3ddqc,192.168.0.51,50827,192.168.0.1,80,1,GET,192.168.0.1,/dirb0.js,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,1460,200.0,OK,[],['FCYvEm2V5Zntvy4Epd'],['text/plain'],,,http://192.168.0.1/lanst.htm?I00010004=192.168.0.1&I00010005=255.255.255.0&_cce=0x8001000A&_ccb=0&Nrebo=0&S00030005=pwned.se&N00030001=1&_sce=%25Nsc&I00030003=192.168.0.50&ip_pool_start=50&I00030004=192.168.0.199&ip_pool_end=199&N00030002=86400&I00030006=&I00030007=&I00030008=&I00030009=&_cce=0x80030002&_sce=%25Ssc,,Nie,Nie
1425567379.269325,CwMmKK2ICHn1Oze0p4,192.168.0.51,50828,192.168.0.1,80,1,GET,192.168.0.1,/dira0.js,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,1460,200.0,OK,[],['Fo8BbR3Q1xVwdgNJm2'],['text/plain'],,,http://192.168.0.1/lanst.htm?I00010004=192.168.0.1&I00010005=255.255.255.0&_cce=0x8001000A&_ccb=0&Nrebo=0&S00030005=pwned.se&N00030001=1&_sce=%25Nsc&I00030003=192.168.0.50&ip_pool_start=50&I00030004=192.168.0.199&ip_pool_end=199&N00030002=86400&I00030006=&I00030007=&I00030008=&I00030009=&_cce=0x80030002&_sce=%25Ssc,,Nie,Nie
1425567379.292994,CgFxPr3nGLhd9K9wsf,192.168.0.51,50830,192.168.0.1,80,1,GET,192.168.0.1,/valChk.js,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,1460,200.0,OK,[],['FEFnh82KYmohqUj3z7'],['text/plain'],,,http://192.168.0.1/lanst.htm?I00010004=192.168.0.1&I00010005=255.255.255.0&_cce=0x8001000A&_ccb=0&Nrebo=0&S00030005=pwned.se&N00030001=1&_sce=%25Nsc&I00030003=192.168.0.50&ip_pool_start=50&I00030004=192.168.0.199&ip_pool_end=199&N00030002=86400&I00030006=&I00030007=&I00030008=&I00030009=&_cce=0x80030002&_sce=%25Ssc,,Nie,Nie
1425567379.321525,CINW8pxSQxi5jTKk2,192.168.0.51,50831,192.168.0.1,80,1,GET,192.168.0.1,/dir.css,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,1460,200.0,OK,[],['Fj02QR3bdmijlr1ZDi'],['text/plain'],,,http://192.168.0.1/lanst.htm?I00010004=192.168.0.1&I00010005=255.255.255.0&_cce=0x8001000A&_ccb=0&Nrebo=0&S00030005=pwned.se&N00030001=1&_sce=%25Nsc&I00030003=192.168.0.50&ip_pool_start=50&I00030004=192.168.0.199&ip_pool_end=199&N00030002=86400&I00030006=&I00030007=&I00030008=&I00030009=&_cce=0x80030002&_sce=%25Ssc,,Nie,Nie
1425567379.327457,CzVes83WXUFZJ4eN75,192.168.0.51,50832,192.168.0.1,80,1,GET,192.168.0.1,/shelp_us.js?rc=1425567379308,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,1460,200.0,OK,[],['F5moxL1rLvnX8kuKNe'],,,,http://192.168.0.1/lanst.htm?I00010004=192.168.0.1&I00010005=255.255.255.0&_cce=0x8001000A&_ccb=0&Nrebo=0&S00030005=pwned.se&N00030001=1&_sce=%25Nsc&I00030003=192.168.0.50&ip_pool_start=50&I00030004=192.168.0.199&ip_pool_end=199&N00030002=86400&I00030006=&I00030007=&I00030008=&I00030009=&_cce=0x80030002&_sce=%25Ssc,,Nie,Nie
1425567379.277514,CVBsye2McK6tJrbQY3,192.168.0.51,50829,192.168.0.1,80,1,GET,192.168.0.1,/daj.js,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,2698,200.0,OK,[],['FdHGzS1gRicBPnvwi9'],['text/plain'],,,http://192.168.0.1/lanst.htm?I00010004=192.168.0.1&I00010005=255.255.255.0&_cce=0x8001000A&_ccb=0&Nrebo=0&S00030005=pwned.se&N00030001=1&_sce=%25Nsc&I00030003=192.168.0.50&ip_pool_start=50&I00030004=192.168.0.199&ip_pool_end=199&N00030002=86400&I00030006=&I00030007=&I00030008=&I00030009=&_cce=0x80030002&_sce=%25Ssc,,Nie,Nie
1425567379.391951,C3vwUC3Yo5PhvPYLZi,192.168.0.51,50833,192.168.0.1,80,1,GET,192.168.0.1,/ssetup_us.js?rc=1425567379307,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,1460,200.0,OK,[],['F7jh4p2gQeUAqjpve7'],,,,http://192.168.0.1/lanst.htm?I00010004=192.168.0.1&I00010005=255.255.255.0&_cce=0x8001000A&_ccb=0&Nrebo=0&S00030005=pwned.se&N00030001=1&_sce=%25Nsc&I00030003=192.168.0.50&ip_pool_start=50&I00030004=192.168.0.199&ip_pool_end=199&N00030002=86400&I00030006=&I00030007=&I00030008=&I00030009=&_cce=0x80030002&_sce=%25Ssc,,Nie,Nie
1425567379.421698,Ce2tm74KcU4l0dTtj2,192.168.0.51,50834,192.168.0.1,80,1,GET,192.168.0.1,/head.jpg,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,1460,200.0,OK,[],['FKhGMD2lxejOWzhp4c'],['image/jpeg'],,,http://192.168.0.1/lanst.htm?I00010004=192.168.0.1&I00010005=255.255.255.0&_cce=0x8001000A&_ccb=0&Nrebo=0&S00030005=pwned.se&N00030001=1&_sce=%25Nsc&I00030003=192.168.0.50&ip_pool_start=50&I00030004=192.168.0.199&ip_pool_end=199&N00030002=86400&I00030006=&I00030007=&I00030008=&I00030009=&_cce=0x80030002&_sce=%25Ssc,,Nie,Nie
1425567379.422839,CKlWTSJ1ZrdoPobz2,192.168.0.51,50835,192.168.0.1,80,1,GET,192.168.0.1,/wan_off.jpg,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,994,200.0,OK,[],['F8Iuhh1WYtnt41iLu'],['image/jpeg'],,,http://192.168.0.1/lanst.htm?I00010004=192.168.0.1&I00010005=255.255.255.0&_cce=0x8001000A&_ccb=0&Nrebo=0&S00030005=pwned.se&N00030001=1&_sce=%25Nsc&I00030003=192.168.0.50&ip_pool_start=50&I00030004=192.168.0.199&ip_pool_end=199&N00030002=86400&I00030006=&I00030007=&I00030008=&I00030009=&_cce=0x80030002&_sce=%25Ssc,,Nie,Nie
1425567379.423109,C9Q4vv4NAHc16bHzlf,192.168.0.51,50836,192.168.0.1,80,1,GET,192.168.0.1,/wan_on.jpg,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,1441,200.0,OK,[],['FwUHkSYmmoavDktY9'],['image/jpeg'],,,http://192.168.0.1/lanst.htm?I00010004=192.168.0.1&I00010005=255.255.255.0&_cce=0x8001000A&_ccb=0&Nrebo=0&S00030005=pwned.se&N00030001=1&_sce=%25Nsc&I00030003=192.168.0.50&ip_pool_start=50&I00030004=192.168.0.199&ip_pool_end=199&N00030002=86400&I00030006=&I00030007=&I00030008=&I00030009=&_cce=0x80030002&_sce=%25Ssc,,Nie,Nie
1425567379.426605,CsIKKr2C2fTWtRDXai,192.168.0.51,50837,192.168.0.1,80,1,GET,192.168.0.1,/sysmsg.xml?ZT=1425567379455,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,142,200.0,OK,[],['FySUzA1SRh59w4BMK2'],['application/xml'],,,http://192.168.0.1/lanst.htm?I00010004=192.168.0.1&I00010005=255.255.255.0&_cce=0x8001000A&_ccb=0&Nrebo=0&S00030005=pwned.se&N00030001=1&_sce=%25Nsc&I00030003=192.168.0.50&ip_pool_start=50&I00030004=192.168.0.199&ip_pool_end=199&N00030002=86400&I00030006=&I00030007=&I00030008=&I00030009=&_cce=0x80030002&_sce=%25Ssc,,Nie,Nie
1425567379.458915,CBWgaE3iUaSjSex8yh,192.168.0.51,50838,192.168.0.1,80,1,GET,192.168.0.1,/tail.gif,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,573,200.0,OK,[],['F66z7E2e98kRdmi2nh'],['image/gif'],,,http://192.168.0.1/lanst.htm?I00010004=192.168.0.1&I00010005=255.255.255.0&_cce=0x8001000A&_ccb=0&Nrebo=0&S00030005=pwned.se&N00030001=1&_sce=%25Nsc&I00030003=192.168.0.50&ip_pool_start=50&I00030004=192.168.0.199&ip_pool_end=199&N00030002=86400&I00030006=&I00030007=&I00030008=&I00030009=&_cce=0x80030002&_sce=%25Ssc,,Nie,Nie
1425567432.723589,CdYZVm1raB42OvtQkb,192.168.0.51,50847,192.168.0.1,80,1,GET,192.168.0.1,/,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,327,200.0,OK,[],['FHAhrO1bFQk7xcYHt9'],['text/html'],,,,,Nie,Nie
1425567432.735696,CZu2hgrXgy5rQyInh,192.168.0.51,50849,192.168.0.1,80,1,GET,192.168.0.1,/wanst.htm,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,1460,200.0,OK,[],['FyMvRD44GCvGqHUEF7'],['text/html'],,,http://192.168.0.1/,,Nie,Nie
1425567432.735263,CNZ1S51MxiYlDsaquj,192.168.0.51,50848,192.168.0.1,80,1,GET,192.168.0.1,/space.htm,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,0,200.0,OK,[],,,,,http://192.168.0.1/,,Nie,Nie
1425567432.747121,CmnOLQ3NBJbArHuACk,192.168.0.51,50850,192.168.0.1,80,1,GET,192.168.0.1,/func.js,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,480,200.0,OK,[],['FMuXUkuYO6iUx4Xgh'],['text/plain'],,,http://192.168.0.1/wanst.htm,,Nie,Nie
1425567432.748405,CXs2BfgyE8kExeEo8,192.168.0.51,50852,192.168.0.1,80,1,GET,192.168.0.1,/deschint.js,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,1460,200.0,OK,[],['FtdedD46oHvLMbCztj'],['text/plain'],,,http://192.168.0.1/wanst.htm,,Nie,Nie
1425567432.748806,CZ8GKz3pMH96SOtBq1,192.168.0.51,50853,192.168.0.1,80,1,GET,192.168.0.1,/dirary0.js,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,1460,200.0,OK,[],['Fauoxm1Rr8C2kYqwrg'],['text/plain'],,,http://192.168.0.1/wanst.htm,,Nie,Nie
1425567432.748885,C9RCHc3mkKrwwzi6Zf,192.168.0.51,50854,192.168.0.1,80,1,GET,192.168.0.1,/dirb0.js,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,1460,200.0,OK,[],['FZ8q5p1vSF3b9SnOVh'],['text/plain'],,,http://192.168.0.1/wanst.htm,,Nie,Nie
1425567432.7568,CKwVFe44SHoAx8KLu,192.168.0.51,50855,192.168.0.1,80,1,GET,192.168.0.1,/dira0.js,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,1460,200.0,OK,[],['FJMAeL2e04GgImMEli'],['text/plain'],,,http://192.168.0.1/wanst.htm,,Nie,Nie
1425567432.747331,CyxnNl34GT39qCNPN2,192.168.0.51,50851,192.168.0.1,80,1,GET,192.168.0.1,/ui.js,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,1460,200.0,OK,[],['FZhHji3R8UA5l6QCca'],['text/plain'],,,http://192.168.0.1/wanst.htm,,Nie,Nie
1425567432.764374,CV6NTZ2RZcBlHqFEqk,192.168.0.51,50856,192.168.0.1,80,1,GET,192.168.0.1,/daj.js,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,2698,200.0,OK,[],['FcqjP34EBtcM8GKV26'],['text/plain'],,,http://192.168.0.1/wanst.htm,,Nie,Nie
1425567432.788239,CmJygmnWCT5HkUKv,192.168.0.51,50857,192.168.0.1,80,1,GET,192.168.0.1,/valChk.js,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,1460,200.0,OK,[],['FHq5sj1m1gIpI0Gm77'],['text/plain'],,,http://192.168.0.1/wanst.htm,,Nie,Nie
1425567432.792682,C5aDoX2q1GVCHQg1e2,192.168.0.51,50858,192.168.0.1,80,1,GET,192.168.0.1,/shelp_us.js?rc=1425567432790,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,1460,200.0,OK,[],['Fu71LA4vr9m9iwEOxi'],,,,http://192.168.0.1/wanst.htm,,Nie,Nie
1425567432.860108,CY8LOi4V4kQAgYwOsd,192.168.0.51,50859,192.168.0.1,80,1,GET,192.168.0.1,/wps.js,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,0,200.0,OK,[],,,,,http://192.168.0.1/wanst.htm,,Nie,Nie
1425567432.860583,CrALGp3ODKBGzfC3F6,192.168.0.51,50860,192.168.0.1,80,1,GET,192.168.0.1,/ssetup_us.js?rc=1425567432790,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,1460,200.0,OK,[],['FpIksp12bFGGXDHQBk'],,,,http://192.168.0.1/wanst.htm,,Nie,Nie
1425567432.901608,CcjcIe4jDllNl1zYf8,192.168.0.51,50861,192.168.0.1,80,1,GET,192.168.0.1,/sysmsg.xml?ZT=1425567432925,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,142,200.0,OK,[],['Fszgmk2MFBySnLa6gc'],['application/xml'],,,http://192.168.0.1/wanst.htm,,Nie,Nie
1425567432.908356,COmEKn3V6csRT02mBi,192.168.0.51,50862,192.168.0.1,80,1,GET,192.168.0.1,/modelbg.gif,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,624,200.0,OK,[],['FCIqXP2KiditCaHY7b'],['image/gif'],,,http://192.168.0.1/wanst.htm,,Nie,Nie
1425567435.923585,CbugJX2yFwyp6WDxn2,192.168.0.51,50863,192.168.0.1,80,1,GET,192.168.0.1,/sysmsg.xml?ZT=1425567435947,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,142,200.0,OK,[],['FH4SND21egYUaLxBv4'],['application/xml'],,,http://192.168.0.1/wanst.htm,,Nie,Nie
1425567438.92437,CnWaBuBj9ho3KpUr4,192.168.0.51,50864,192.168.0.1,80,1,GET,192.168.0.1,/sysmsg.xml?ZT=1425567438948,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,142,200.0,OK,[],['F0JvbG1DwxdKyRUfD8'],['application/xml'],,,http://192.168.0.1/wanst.htm,,Nie,Nie
1425567441.924098,CC4RvF2ROzw8J8Zu7h,192.168.0.51,50865,192.168.0.1,80,1,GET,192.168.0.1,/sysmsg.xml?ZT=1425567441948,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,142,200.0,OK,[],['FXBls92J4N4dQQFqi4'],['application/xml'],,,http://192.168.0.1/wanst.htm,,Nie,Nie
1425567444.922367,CxLbTP3rJp85hEB5gi,192.168.0.51,50866,192.168.0.1,80,1,GET,192.168.0.1,/sysmsg.xml?ZT=1425567444947,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,142,200.0,OK,[],['FZtsA62tVXT94ymEx'],['application/xml'],,,http://192.168.0.1/wanst.htm,,Nie,Nie
1425567447.923854,CNgcPn192S6ZDZwZMe,192.168.0.51,50867,192.168.0.1,80,1,GET,192.168.0.1,/sysmsg.xml?ZT=1425567447948,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,142,200.0,OK,[],['Fj6nEa39T5VZsz9Ej6'],['application/xml'],,,http://192.168.0.1/wanst.htm,,Nie,Nie
1425567450.923238,CPmojY2OnP7ynEcOAe,192.168.0.51,50868,192.168.0.1,80,1,GET,192.168.0.1,/sysmsg.xml?ZT=1425567450947,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,142,200.0,OK,[],['FKNffTFPrhbbV2gCb'],['application/xml'],,,http://192.168.0.1/wanst.htm,,Nie,Nie
1425567453.92319,C8He6S2BTFRYQx8SLb,192.168.0.51,50869,192.168.0.1,80,1,GET,192.168.0.1,/sysmsg.xml?ZT=1425567453947,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,142,200.0,OK,[],['F1Udaz3skq7df5CJh'],['application/xml'],,,http://192.168.0.1/wanst.htm,,Nie,Nie
1425567456.922767,CfnNUX1bFmyqn6lSFd,192.168.0.51,50870,192.168.0.1,80,1,GET,192.168.0.1,/sysmsg.xml?ZT=1425567456947,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,142,200.0,OK,[],['FE5zD81SZ07DOaKamb'],['application/xml'],,,http://192.168.0.1/wanst.htm,,Nie,Nie
1425567459.922988,Cy5LNq1taqv5SIXYTa,192.168.0.51,50871,192.168.0.1,80,1,GET,192.168.0.1,/sysmsg.xml?ZT=1425567459948,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,142,200.0,OK,[],['FcEvzn162jAsmxqgig'],['application/xml'],,,http://192.168.0.1/wanst.htm,,Nie,Nie
